,id
429,8387127
430,6301642
431,5645559
432,322604
433,7256939
434,429255
435,2876632
436,8025140
437,8544922
438,5655929
439,6086882
440,120753
441,7755005
442,4219840
443,5904605
444,8520491
445,3459481
446,3206504
447,4253016
448,2599034
449,1611253
450,4855578
451,8049864
452,944808
453,8247862
454,7779382
455,5272075
456,6802110
457,1018523
458,7039287
459,8295281
460,6612137
461,2734721
462,8612458
463,2013559
464,1007886
465,1216835
466,8187324
467,7592222
468,6994772
469,3976196
470,6624748
471,8501806
472,1333251
473,4374742
474,3447168
475,4774460
476,491810
477,8066258
478,6497265
479,5610726
480,4347717
481,8457622
482,1279040
483,5881880
484,6959701
485,6632165
486,1146863
487,359315
488,878779
489,1722600
490,3216307
491,8646305
492,7542592
493,4116293
494,5307151
495,802702
496,6002945
497,3119906
498,4619625
499,6672268
500,5758170
501,5429738
502,7519725
503,4506438
504,6004073
505,2918468
506,1676002
507,7534849
508,2734489
509,337948
510,8433202
511,195198
512,8346902
513,2561564
514,8685135
515,3745550
516,7597143
517,1519554
518,6109027
519,2405845
520,7728779
521,4279711
522,7532463
523,2936077
524,3593531
525,7555081
526,1303981
527,2861532
528,1543455
529,2883751
530,6211950
531,6868290
532,7000554
533,8396503
534,2265656
535,4155496
536,7344578
537,267901
538,1477920
539,8562618
540,6923696
541,1280943
542,2881153
543,6276746
544,3240159
545,3084921
546,5609936
547,5642290
548,8592673
549,6993126
550,3127018
551,550311
552,3256658
553,7660337
554,2406500
555,3535183
556,7263644
557,504814
558,7423000
559,6673741
560,6626770
561,7296704
562,8253634
563,7575053
564,7076013
565,8408471
566,5435305
567,2375614
568,795686
569,3594725
570,3800189
571,373962
572,3321755
573,4411915
574,4248133
575,5972378
576,7951789
577,7557886
578,6329457
579,1412871
580,2094327
581,6821116
582,1291250
583,496492
584,4881029
585,7558743
586,8358266
587,3348925
588,1362271
589,6807994
590,4686418
591,8523856
592,6940588
593,4344367
594,5624061
595,2254642
596,8710175
597,1801952
598,1907316
599,4864326
600,1875017
601,802442
602,641132
603,7759393
604,6609849
605,5634110
606,5760592
607,8683606
608,4670996
609,7914751
610,6445853
611,821063
612,711888
613,1901243
614,1660776
615,6696559
616,4915188
617,8065914
618,1065913
619,4489990
620,8514266
621,1112462
622,820024
623,8433162
624,5828141
625,7461749
626,5470412
627,8077419
628,5258446
629,8078676
630,2622910
631,4063195
632,7742577
633,3590270
634,812219
635,5820868
636,4295415
637,1066255
638,975679
639,228355
640,3454556
641,2136249
642,3791345
643,4291140
644,5293460
645,5321954
646,2576679
647,900367
648,3311763
649,760373
650,3813095
651,974372
652,8146599
653,5983563
654,2988359
655,5878052
656,1198275
657,777918
658,6856668
659,6741809
660,8379189
661,8341475
662,3172574
663,3839227
664,4804794
665,6683957
666,3706383
667,527328
668,209756
669,1315092
670,8078477
671,6782750
672,4651906
673,5154706
674,1145834
675,7229608
676,6203633
677,2801047
678,2557151
679,668616
680,4226103
681,110664
682,4697713
683,1608672
684,2918060
685,5630277
686,8067849
687,3152386
688,6512362
689,5340997
690,3383738
691,4913279
692,3930717
693,8739546
694,692982
695,5272485
696,7713446
697,244499
698,7158154
699,2501191
700,6814215
701,1174374
702,922348
703,889386
704,2315070
705,4937804
706,3392476
707,4117298
708,3543884
709,762653
710,1206104
711,4252798
712,5926655
713,7615110
714,5221338
715,6021972
716,3398502
717,3745856
718,8651725
719,775075
720,6489873
721,4171849
722,1558742
723,3096716
724,6513588
725,1557582
726,1013666
727,4959677
728,8157675
729,999666
730,2168209
731,1802485
732,3167836
733,5119104
734,1174480
735,3683120
736,6386821
737,5717045
738,7564648
739,7711655
740,7233561
741,5436805
742,6861725
743,2797418
744,7890154
745,4930660
746,278311
747,3476225
748,5657807
749,8663894
750,864678
751,1387048
752,2346101
753,6639893
754,1756710
755,1476323
756,5598532
757,6797771
758,8432460
759,7663129
760,1206780
761,3577006
762,4766870
763,6439708
764,6347114
765,2114066
766,3542178
767,7666167
768,4775537
769,7947877
770,4479131
771,8701130
772,1092412
773,1705832
774,2962639
775,490425
776,2534967
777,3040402
778,937741
779,8708406
780,6790592
781,8537475
782,7854074
783,2754384
784,1544882
785,2760784
786,5243092
787,1582706
788,3119473
789,8310868
790,5609242
791,3059091
792,8689535
793,61907
794,6776732
795,526056
796,5455282
797,5766977
798,8219191
799,116084
800,4847110
801,802660
802,7167688
803,4750214
804,516961
805,6144906
806,5554626
807,5199987
808,6443918
809,1156677
810,7051116
811,8426417
812,2537463
813,7047649
814,4458561
815,8047086
816,5786280
817,2788538
818,2110563
819,5176055
820,2054321
821,5984958
822,7166002
823,8237765
824,7065342
825,1717247
826,485183
827,8351120
828,6147532
829,4066746
830,602043
831,2743795
832,6962441
833,7776505
834,1138424
835,6910945
836,8293230
837,3602915
838,8082098
839,5456100
840,1206353
841,2931898
842,1079427
843,5417771
844,185853
845,5112852
846,3990438
847,6215882
848,5234106
849,7208475
850,2014863
851,1950434
852,6740886
853,2334302
854,6495691
855,6101334
856,974855
857,247297
858,120692
859,2772382
860,2270784
861,4431819
862,4544765
863,2390302
864,5796121
865,5206827
866,7824140
867,4022488
868,6403191
869,3934073
870,3716607
871,7284137
872,905835
873,7905639
874,3273372
875,1132893
876,1208735
877,8363525
878,5479388
879,7592401
880,7960929
881,1336022
882,8031512
883,8653534
884,5175513
885,1984422
886,4174979
887,5852688
888,1314184
889,1073967
890,2034254
891,5598085
892,8211063
893,5468373
894,4805117
895,8200781
896,4066614
897,8496750
898,3914720
899,2407041
900,6041287
901,6862424
902,2458885
903,8202221
904,6521540
905,6901673
906,6562280
907,2492893
908,7675531
909,8087195
910,1838782
911,8438345
912,4238015
913,6932687
914,5824525
915,1112854
916,4676092
917,5985399
918,2639928
919,7454249
920,2962505
921,7088519
922,4490379
923,463561
924,1797756
925,1229613
926,4208633
927,6454142
928,1362940
929,2794195
930,1359151
931,1466414
932,3367559
933,4272427
934,2845469
935,5121251
936,4385405
937,911139
938,6234283
939,166170
940,3906764
941,3255636
942,7018593
943,748973
944,841618
945,1694658
946,3295940
947,7894379
948,4061551
949,7578505
950,7131013
951,1935605
952,1326653
953,4672252
954,1303976
955,1175827
956,3391047
957,7802170
958,6870873
959,2760581
960,3880259
961,3545713
962,3692407
963,2255366
964,7857889
965,4100395
966,1871902
967,570913
968,990141
969,5328408
970,262899
971,7685125
972,5994730
973,1501023
974,5033353
975,3760298
976,6043766
977,7108803
978,5920158
979,7079872
980,1413097
981,3557808
982,2740291
983,1887183
984,7710578
985,359175
986,2170889
987,1587549
988,5768594
989,2635630
990,554240
991,4811139
992,5241481
993,4081408
994,5761826
995,491523
996,1880333
997,8676818
998,8716138
999,4167869
1000,2177125
1001,5177629
1002,496019
1003,1032507
1004,4316931
1005,8568823
1006,6756929
1007,2061609
1008,4361568
1009,7448625
1010,2649493
1011,1661228
1012,8429245
1013,7768290
1014,2142187
1015,1941647
1016,4607024
1017,193054
1018,6107794
1019,1543741
1020,1367000
1021,394933
1022,7381666
1023,3993263
1024,5017028
1025,3460996
1026,6148004
1027,1401819
1028,6103133
1029,7004323
1030,5281074
1031,2406115
1032,1956763
1033,5049264
1034,3069785
1035,3987617
1036,2233920
1037,5618425
1038,1279883
1039,4388775
1040,739461
1041,5233670
1042,6836826
1043,1823421
1044,2113358
1045,1537872
1046,6653566
1047,5884743
1048,1533801
1049,2723988
1050,6599837
1051,307577
1052,1615877
1053,1662467
1054,2853310
1055,7673605
1056,5604279
1057,4577312
1058,558181
1059,4131502
1060,3596209
1061,5535693
1062,7023817
1063,6491069
1064,7845767
1065,8660418
1066,7146625
1067,8313790
1068,4438311
1069,4330413
1070,8009062
1071,4349825
1072,1685326
1073,8286287
1074,1483407
1075,5187136
1076,6665150
1077,2045737
1078,4728377
1079,4123710
1080,4388920
1081,2911104
1082,2786214
1083,1176971
1084,3480695
1085,2736325
1086,7861005
1087,7586177
1088,5680585
1089,6923126
1090,7312401
1091,2254143
1092,3022942
1093,7073470
1094,3559782
1095,3346201
1096,6727869
1097,1511115
1098,4308518
1099,1964397
1100,6838568
1101,1772034
1102,3965874
1103,5147443
1104,7754840
1105,5191035
1106,1318189
1107,2218856
1108,5512433
1109,1691899
1110,5928346
1111,4873231
1112,6312151
1113,7240055
1114,1304688
1115,3604980
1116,8610354
1117,3061579
1118,4229497
1119,7443532
1120,6509936
1121,8219536
1122,7883409
1123,6993814
1124,4923292
1125,1300691
1126,5266764
1127,5264690
1128,780022
1129,3306118
1130,5199942
1131,8140229
1132,3386503
1133,7165230
1134,3641773
1135,8175167
1136,6754986
1137,6637379
1138,5329860
1139,4444270
1140,7322397
1141,6379245
1142,3963537
1143,1656068
1144,1406337
1145,4266648
1146,1033813
1147,4336498
1148,461025
1149,5778858
1150,3893401
1151,5954472
1152,5967506
1153,7671084
1154,6014199
1155,6907626
1156,5871738
1157,2468866
1158,6744313
1159,4307223
1160,5684305
1161,2834064
1162,179644
1163,1488299
1164,7943871
1165,2382285
1166,5675044
1167,2998249
1168,6686302
1169,7062859
1170,414610
1171,6317999
1172,1610817
1173,857857
1174,6544941
1175,2864978
1176,5372763
1177,844581
1178,3520725
1179,6965696
1180,2581146
1181,1013713
1182,8591933
1183,3519519
1184,1012654
1185,5933043
1186,208620
1187,6807841
1188,4721134
1189,6060517
1190,4436661
1191,2543955
1192,5187198
1193,3323690
1194,4483746
1195,4871560
1196,6165572
1197,3106780
1198,4100669
1199,3614757
1200,5868019
1201,6873945
1202,5710973
1203,772980
1204,3025526
1205,4716622
1206,6925053
1207,1572587
1208,1733816
1209,2470366
1210,3004336
1211,7538150
1212,6388681
1213,1107611
1214,646658
1215,1475308
1216,2480290
1217,474293
1218,444808
1219,2732509
1220,6503665
1221,1858854
1222,3932784
1223,3112729
1224,5244987
1225,6647374
1226,4500285
1227,6100797
1228,6424858
1229,5529492
1230,4334757
1231,6106076
1232,3589151
1233,3782085
1234,7417783
1235,6549260
1236,364852
1237,6974375
1238,3038597
1239,5737252
1240,1336730
1241,5137409
1242,4288704
1243,2485137
1244,5824190
1245,4778862
1246,1829115
1247,1765005
1248,7896026
1249,2290430
1250,5904445
1251,5589898
1252,531610
1253,8704923
1254,7200526
1255,4566090
1256,3041126
1257,4467765
1258,987627
1259,2758166
1260,5840591
1261,1989288
1262,7774418
1263,5151350
1264,151360
1265,5821730
1266,6199421
1267,1217898
1268,84995
1269,7888488
1270,4381409
1271,8135204
1272,5199008
1273,5949037
1274,1552944
1275,6905551
1276,715799
1277,3882250
1278,743976
1279,3697892
1280,6533347
1281,290478
1282,8338794
1283,2160592
1284,2496100
1285,1852210
1286,6918357
1287,5348280
1288,1592762
1289,1472010
1290,6903222
1291,1194276
1292,7505815
1293,7600717
1294,5848613
1295,5017081
1296,3589794
1297,5571167
1298,8588164
1299,1584135
1300,2582360
1301,7757746
1302,4894123
1303,3578885
1304,987892
1305,7433235
1306,3411489
1307,163501
1308,7506151
1309,8271390
1310,962405
1311,3098031
1312,220850
1313,3241649
1314,2047185
1315,6900907
1316,867669
1317,3734919
1318,5090502
1319,1877173
1320,2355325
1321,7851292
1322,5082594
1323,7512452
1324,723293
1325,8010222
1326,7157547
1327,8287486
1328,1497583
1329,1545139
1330,3630403
1331,4004834
1332,5757642
1333,3988264
1334,4290258
1335,3171886
1336,3728853
1337,8607584
1338,1086792
1339,5245172
1340,7768043
1341,5377571
1342,210651
1343,4905725
1344,1803308
1345,6643933
1346,3421225
1347,7807028
1348,6558073
1349,1236558
1350,835848
1351,4932007
1352,3027357
1353,1404514
1354,7672587
1355,5498830
1356,842405
1357,2676567
1358,7838982
1359,6908727
1360,3574568
1361,2817817
1362,4582417
1363,3705197
1364,1720754
1365,960483
1366,3421571
1367,2743012
1368,1369363
1369,7641278
1370,4245081
1371,2952332
1372,6990832
1373,2013867
1374,6869951
1375,1161848
1376,5347379
1377,4724906
1378,685382
1379,8433360
1380,8007398
1381,4821315
1382,2779451
1383,8377706
1384,6822903
1385,6575789
1386,1738118
1387,7371216
1388,5178951
1389,4451614
1390,7802975
1391,5485313
1392,8054786
1393,5093447
1394,195005
1395,6044214
1396,513310
1397,4416431
1398,8149031
1399,3932159
1400,930934
1401,3019836
1402,7983537
1403,4645697
1404,6956564
1405,1717121
1406,3361074
1407,4288550
1408,659100
1409,8292401
1410,7370058
1411,503607
1412,1674626
1413,3878504
1414,8508584
1415,2726841
1416,7997338
1417,649156
1418,4231689
1419,8025627
1420,620201
1421,1667267
1422,3690878
1423,3408028
1424,6044529
1425,6349806
1426,1043887
1427,1839387
1428,7038662
1429,4844100
1430,7604072
1431,7282906
1432,8379882
1433,1101259
1434,7573034
1435,1145352
1436,4223626
1437,8562754
1438,3318628
1439,4206880
1440,7456736
1441,1011229
1442,866769
1443,8423874
1444,7014299
1445,5292613
1446,7205996
1447,1740255
1448,4436671
1449,1446136
1450,3221049
1451,8246884
1452,8348475
1453,8643445
1454,6066961
1455,1113912
1456,5579256
1457,3016778
1458,3965720
1459,7757442
1460,854831
1461,6646356
1462,387457
1463,6158864
1464,3233183
1465,5271012
1466,7259500
1467,4951329
1468,2899078
1469,1530505
1470,2077516
1471,6860854
1472,4635390
1473,2796757
1474,7397428
1475,8268710
1476,561412
1477,3553636
1478,6853891
1479,4407251
1480,8661224
1481,8527749
1482,1160836
1483,3633485
1484,6257782
1485,6574091
1486,7070876
1487,8020052
1488,267832
1489,5608331
1490,8649823
1491,3165851
1492,3529615
1493,753766
1494,3643403
1495,1345293
1496,3018947
1497,764685
1498,4793130
1499,6168540
1500,7096796
1501,6158422
1502,7184103
1503,3233618
1504,4813318
1505,4927641
1506,8398529
1507,8715529
1508,2132289
1509,7565267
1510,5672886
1511,6916207
1512,5268119
1513,6375123
1514,6406124
1515,5973521
1516,1336255
1517,1578793
1518,657421
1519,5021907
1520,1064800
1521,685554
1522,6381090
1523,5055173
1524,1827885
1525,5114865
1526,825676
1527,3741051
1528,8089263
1529,2534828
1530,6264374
1531,6102130
1532,5040
1533,6314079
1534,1147053
1535,4254583
1536,748469
1537,6101437
1538,5677079
1539,7718876
1540,4088185
1541,201094
1542,4444745
1543,6438783
1544,5653528
1545,5037895
1546,3489937
1547,3656899
1548,8341444
1549,4342928
1550,5208775
1551,3495069
1552,8347906
1553,7296239
1554,1628075
1555,4082029
1556,1840975
1557,3816372
1558,8145147
1559,8520218
1560,7346023
1561,225082
1562,8080633
1563,8151918
1564,616758
1565,1117427
1566,3061950
1567,3463655
1568,2532457
1569,6639341
1570,4916953
1571,4990078
1572,6739580
1573,666010
1574,1638771
1575,5414012
1576,7393516
1577,6832701
1578,131667
1579,4039030
1580,1616954
1581,2117884
1582,8659085
1583,358194
1584,8455105
1585,2430397
1586,8011083
1587,611298
1588,604338
1589,3500270
1590,7026570
1591,2996861
1592,2056612
1593,7112915
1594,7613698
1595,2845857
1596,1523876
1597,197696
1598,3300664
1599,3442964
1600,7744543
1601,4498320
1602,3788029
1603,5249616
1604,1916678
1605,468103
1606,1670405
1607,8219947
1608,6399352
1609,4993800
1610,1744756
1611,2979540
1612,2966746
1613,5959033
1614,1299529
1615,135907
1616,4575151
1617,6019502
1618,1325070
1619,7528616
1620,4929600
1621,534655
1622,544066
1623,428039
1624,9246
1625,694639
1626,5944556
1627,3786920
1628,6324466
1629,3238161
1630,5246964
1631,5946663
1632,6414767
1633,3005932
1634,162026
1635,657132
1636,5522762
1637,4256271
1638,6390801
1639,2941183
1640,8581727
1641,2103851
1642,6071671
1643,1185242
1644,1818536
1645,845948
1646,3912016
1647,683213
1648,1950405
1649,1233751
1650,8340020
1651,5675705
1652,3475816
1653,2763748
1654,6829030
1655,8242485
1656,2969864
1657,409850
1658,5619835
1659,1383288
1660,8546532
1661,8016596
1662,344643
1663,7786687
1664,2320889
1665,4268938
1666,3900032
1667,8747702
1668,6519302
1669,6429348
1670,8569800
1671,212643
1672,5783631
1673,4829662
1674,629903
1675,1801993
1676,8424355
1677,2020705
1678,8493817
1679,6566640
1680,4422244
1681,2625255
1682,4998809
1683,3686077
1684,4599131
1685,3294058
1686,607882
1687,6273730
1688,7381567
1689,7174641
1690,7053731
1691,6530678
1692,4686808
1693,8741524
1694,2169219
1695,1720215
1696,396909
1697,7810492
1698,7393144
1699,1346350
1700,3977576
1701,3569791
1702,2153714
1703,4914581
1704,8428541
1705,7152806
1706,6003233
1707,8162285
1708,4310217
1709,2088117
1710,662095
1711,5535926
1712,1329778
1713,7265832
1714,5086914
1715,4671221
1716,5323209
1717,8718518
1718,7220583
1719,4944455
1720,3441363
1721,873613
1722,3681069
1723,1840194
1724,3686763
1725,6550377
1726,2487702
1727,7359742
1728,7207036
1729,6884503
1730,1559781
1731,5106642
1732,5548721
1733,6223413
1734,4221652
1735,6583383
1736,5353540
1737,3217748
1738,4969149
1739,1092430
1740,6026027
1741,3727793
1742,8053234
1743,8289344
1744,2645557
1745,4155677
1746,6373833
1747,5263472
1748,4336278
1749,3840722
1750,7607832
1751,5760331
1752,573204
1753,3348333
1754,4696728
1755,6504552
1756,6193940
1757,2764765
1758,1257000
1759,7620136
1760,8259992
1761,2724851
1762,4864983
1763,4915323
1764,7172249
1765,3860454
1766,6626817
1767,719732
1768,5149760
1769,6892974
1770,8256914
1771,8644248
1772,4810318
1773,3786021
1774,4127771
1775,7674985
1776,2177048
1777,4824282
1778,4248565
1779,6228213
1780,6487866
1781,2932913
1782,7658555
1783,1388141
1784,5402440
1785,7517200
1786,862098
1787,7473722
1788,6275569
1789,8227345
1790,4816824
1791,1585195
1792,8004996
1793,1816468
1794,4008882
1795,6472072
1796,4278943
1797,4626855
1798,1469530
1799,1678531
1800,8011002
1801,6552321
1802,7365548
1803,1239206
1804,2558224
1805,1119346
1806,445698
1807,5937140
1808,6098060
1809,5068390
1810,1420343
1811,986204
1812,2108377
1813,7735341
1814,7976743
1815,779491
1816,2620701
1817,8535706
1818,2897636
1819,6069410
1820,5147446
1821,7748990
1822,638300
1823,3838063
1824,4811523
1825,550661
1826,7584954
1827,4219220
1828,6823364
1829,2744086
1830,5290286
1831,5000514
1832,2003474
1833,3083162
1834,5656290
1835,3726261
1836,5826639
1837,5390598
1838,1061382
1839,5001737
1840,5886851
1841,1644517
1842,1446084
1843,6566859
1844,6438233
1845,789003
1846,4422034
1847,6732542
1848,5390799
1849,8519245
1850,4048076
1851,6925844
1852,8022441
1853,497195
1854,5389335
1855,1064216
1856,6148200
1857,7189434
1858,6140822
1859,4133735
1860,1651693
1861,6033479
1862,3893935
1863,6297431
1864,8221623
1865,2896229
1866,6886938
1867,4824288
1868,1375933
1869,6990464
1870,3028039
1871,8085506
1872,6555112
1873,976248
1874,662781
1875,8200406
1876,10051
1877,7661749
1878,1219308
1879,985822
1880,6482046
1881,218387
1882,5457799
1883,6345011
1884,6315301
1885,1637215
1886,8434483
1887,3351604
1888,1145234
1889,3958233
1890,2364394
1891,2692231
1892,3433290
1893,2934193
1894,4679482
1895,88835
1896,1448746
1897,2123026
1898,3549298
1899,7124146
1900,7488681
1901,4555530
1902,8701133
1903,2759045
1904,2106398
1905,880961
1906,5619632
1907,6544086
1908,2676019
1909,7392974
1910,8083846
1911,1216804
1912,8392561
1913,827032
1914,7667608
1915,7023310
1916,2064698
1917,3112855
1918,1022916
1919,1807200
1920,7482101
1921,455058
1922,7644261
1923,8488813
1924,6014489
1925,5880458
1926,3460571
1927,4063448
1928,6677939
1929,7633203
1930,2582314
1931,3033111
1932,3467623
1933,3698337
1934,5859809
1935,2753873
1936,5884039
1937,5559599
1938,423695
1939,6152553
1940,5845687
1941,6214108
1942,386866
1943,8242271
1944,1548978
1945,6844389
1946,2043093
1947,5623208
1948,3724980
1949,1402807
1950,683221
1951,6731505
1952,3442190
1953,1826524
1954,6469910
1955,7652067
1956,5095685
1957,5451793
1958,6940958
1959,3167167
1960,6112427
1961,2798766
1962,6571375
1963,6768105
1964,3621902
1965,6723423
1966,124540
1967,4649227
1968,1053318
1969,3340493
1970,1279997
1971,5004082
1972,5631846
1973,3272032
1974,3711376
1975,3766663
1976,8304626
1977,428919
1978,4558866
1979,5280879
1980,1655317
1981,1047955
1982,245046
1983,8541041
1984,6919868
1985,3820872
1986,7580396
1987,214063
1988,3442728
1989,81609
1990,1087214
1991,8566968
1992,1311556
1993,6265997
1994,1536661
1995,7636675
1996,4080183
1997,3884050
1998,3534499
1999,895438
2000,6638013
2001,2422588
2002,7886380
2003,8296673
2004,4294393
2005,6736636
2006,2367586
2007,7224913
2008,6009467
2009,4446798
2010,969001
2011,4873861
2012,8086534
2013,450589
2014,8096028
2015,5860745
2016,298697
2017,6645078
2018,3723813
2019,259067
2020,6329933
2021,3789776
2022,6496989
2023,4100968
2024,8482629
2025,4990570
2026,4647114
2027,639212
2028,493391
2029,8516784
2030,7830743
2031,1595979
2032,436396
2033,8646265
2034,3178759
2035,2109104
2036,1449328
2037,1904418
2038,470478
2039,4828707
2040,6828148
2041,8055790
2042,5878818
2043,6241717
2044,2660809
2045,1888113
2046,7837729
2047,1983351
2048,3651577
2049,5286700
2050,8279905
2051,7479647
2052,7459046
2053,5501038
2054,3173235
2055,6202715
2056,3154321
2057,5404308
2058,7391126
2059,5457001
2060,4055040
2061,3104308
2062,3194673
2063,2989316
2064,2505743
2065,1566439
2066,6885071
2067,1778587
2068,4917085
2069,1589132
2070,4621285
2071,4292752
2072,1181803
2073,1103574
2074,4516918
2075,7457594
2076,8412171
2077,4598471
2078,3093565
2079,5068675
2080,5292088
2081,8438267
2082,2711942
2083,8569039
2084,8091896
2085,6178558
2086,963211
2087,989125
2088,2636337
2089,8506594
2090,5144052
2091,5897291
2092,8672322
2093,6458595
2094,141655
2095,3502375
2096,5520163
2097,2957561
2098,1777428
2099,5552433
2100,6332266
2101,8055619
2102,1332307
2103,2633317
2104,6685148
2105,7751556
2106,7534855
2107,7174972
2108,6010001
2109,6940849
2110,5699004
2111,4297993
2112,5320226
2113,2032602
2114,6144358
2115,4816914
2116,5744955
2117,8603994
2118,7656602
2119,6869218
2120,7887355
2121,5917673
2122,1441803
2123,5458668
2124,2477894
2125,4804026
2126,6633630
2127,8428960
2128,1072190
2129,8475824
2130,8327512
2131,6675364
2132,4410851
2133,8227971
2134,470560
2135,7665744
2136,3442415
2137,4617257
2138,914144
2139,3304069
2140,4153555
2141,2816885
2142,6069230
2143,6461366
2144,3944243
2145,5608112
2146,4692626
2147,6702117
2148,6273022
2149,1655299
2150,743970
2151,2359610
2152,3044240
2153,8117861
2154,7712604
2155,2204594
2156,6755416
2157,6053683
2158,2385399
2159,234077
2160,5025543
2161,1490375
2162,3200670
2163,3727970
2164,6909460
2165,3790475
2166,2433298
2167,4153048
2168,2561298
2169,1660859
2170,5839824
2171,5470136
2172,3060765
2173,2495950
2174,1737534
2175,6928759
2176,4628848
